"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","VersionLastChanged","CHNG_TYPE","DefinitionDescription","STATUS","CONSUMER_NAME","CLASSTYPE","FORMULA","EXMPL_ANSWERS","SURVEY_QUEST_TEXT","SURVEY_QUEST_SRC","UNITSREQUIRED","RELATEDNAMES2","SHORTNAME","ORDER_OBS","HL7_FIELD_SUBFIELD_ID","EXTERNAL_COPYRIGHT_NOTICE","EXAMPLE_UNITS","LONG_COMMON_NAME","EXAMPLE_UCUM_UNITS","STATUS_REASON","STATUS_TEXT","CHANGE_REASON_PUBLIC","COMMON_TEST_RANK","COMMON_ORDER_RANK","HL7_ATTACHMENT_STRUCTURE","EXTERNAL_COPYRIGHT_LINK","PanelType","AskAtOrderEntry","AssociatedObservations","VersionFirstReleased","ValidHL7AttachmentRequest","DisplayName"
"76693-1","Bacteria","Prid","Pt","^BPU.autologous","Nom","Culture","MICRO","2.78","NAM","Autologous blood donations are donations that individuals give for their own use, for example before a surgery. Autologous blood can be bacterially contaminated much like allogeneic blood and cause a transfusion reaction. Culturing the autologous blood unit may be a part of the transfusion reaction workup protocol.  Whether the blood unit was autologous and or allogeneic is important information for the transfusion reaction investigation by revealing the collection and transfusion processes and workflow that may have allowed the unit to become contaminated. [PMID: 9563411].","ACTIVE","","1","","","","","","Autol; Autologus; Bact; Blood product unit; Blood Product Unit (Pack); C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria BPU.autologous Cult","Both","","","","Bacteria identified in Blood product unit.autologous by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.52","","Bacteria identified Cx Nom (Blood product unit.autologous)"
"77142-8","Potassium","SCnc","Pt","Ser/Plas/Bld","Qn","","CHEM","2.68","MIN","","ACTIVE","","1","","","","","","Blood; Chemistry; k; K+; Level; LimitedUseLabOrders; Pl; PlasBld; Plasma; Plsm; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; SerPlBld; Serum; Serum or plasma; Serum, plasma or whole blood; SR; Substance concentration; WB; Whole blood","Potassium SerPlBld-sCnc","Both","","","mmol/L","Potassium [Moles/volume] in Serum, Plasma or Blood","mmol/L","","","Release 2.68: DefinitionDescription: Moved to Mapping Guidance section.","0","0","","","","","","2.52","","Potassium (S/P/Bld) [Moles/Vol]"
"77193-1","Bacteria","Prid","Pt","Uterus","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; Gyn; Gynecology; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; OB; ObGyn; Obstetrics; Point in time; Random; Uterine","Bacteria Uterus Cult","Both","","","","Bacteria identified in Uterus by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.52","","Bacteria identified Cx Nom (Uterus)"
"78356-3","Bacteria","Prid","Pt","Implanted device","Nom","Culture","MICRO","2.78","NAM","Sterility testing may be performed on prosthetic devices such as pacemaker wire, Dacron grafts, or prosthetic valve after the device is removed from the patient.","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; ID; Identity or presence; Implnt dev; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Prostheses; Prosthesis; Prosthetic; Random","Bacteria Implnt dev Cult","Observation","","","","Bacteria identified in Implanted device by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid""; Previous Releases: Updated System from ""Implant device"" to more accurately represent the concept of something inserted into the body.","0","0","","","","","","2.54","","Bacteria identified Cx Nom (Implanted device)"
"79425-5","Bacteria","Prid","Pt","Respiratory system specimen.lower","Nom","Cystic fibrosis respiratory culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; Breathing; C&S; CF Resp Cult; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Low; Lower resp; Lung; Lungs; Microbiology; Nominal; Point in time; Pulmonary; Pulmonology; Random; Resp Cult; Respiratory; RS; Spec","Bacteria Lower resp CF Resp Cult","Both","","","","Bacteria identified in Lower respiratory specimen by Cystic fibrosis respiratory culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid""; Release 2.77: SYSTEM: Updated to standardize the representation of ""Respiratory system specimen"" in the System subhierarchy across LOINC;","586","0","","","","","","2.54","","Bacteria identified Cystic fibrosis respiratory culture Nom (Lower resp)"
"79710-0","Potassium","MCnt","Pt","Hair","Qn","","CHEM","2.54","ADD","","ACTIVE","","1","","","","","","Chemistry; Har; k; K+; Mass content; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random","Potassium Hair-mCnt","Both","","","ug/g","Potassium [Mass/mass] in Hair","ug/g","","","","0","0","","","","","","2.54","","Potassium (Hair) [Mass/Mass]"
"82722-0","Potassium","MCnc","Pt","RBC","Qn","","CHEM","2.58","ADD","Among its many physiological functions in the body, potassium controls heart function and subsequently blood pressure.  Patients with hypertension and those who may develop it have been found to have lower intracellular potassium levels than patients with normal blood pressure. The measurement of intracellular potassium is a useful marker to predict the risk, development and treatment of patients with hypertension.( http://pubs.acs.org/doi/pdf/10.1021/ac900776d) Calculation:  Hct= a(1-R)/a+R(b-a)  where 'a' is the fraction of water in the plasma (typically a=0.93), 'b' is the fraction of water inside the erythrocytes (typically b=0.65), 'R' ratio of sodium ion concentration measured before and after lysing the RBCs","ACTIVE","","1","","","","","","Chemistry; Erythrocytes; k; K+; Level; Mass concentration; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Red blood cells; Red blood corpusles","Potassium RBC-mCnc","Both","","","mg/L","Potassium [Mass/volume] in Red Blood Cells","mg/L","","","","0","0","","","","","","2.58","","Potassium (RBC) [Mass/Vol]"
"85818-3","Clot formation+Clotting time","Time","Pt","Bld","Qn","Thromboelastography","COAG","2.67","MIN","","ACTIVE","","1","","","","","","Activated clotting time; Blood; CFT; Clot; Clot form+Clot time; Clot time; Clottable; COAGULATION; Coagulation time; Hematology; Heme; Kinetics; k-time; Point in time; QNT; Quan; Quant; Quantitative; Random; Rate; R-time; TEG; Thrombelastography; Thrombelastometry; WB; Whole blood","Clot form+Clot time Bld TEG","Both","","","min","Clot formation+Clotting time of Blood by Thromboelastography","min","","","Release 2.67: ORDER_OBS: Updated Order_Obs from ""Observation"" to ""Both""","0","0","","","","","","2.61","","Clot formation+Clotting time TEG (Bld)"
"87454-5","Potassium","MCnc","Pt","XXX","Qn","","CHEM","2.69","MIN","Quantitative measurement of potassium levels in various human, veterinary, or environmental specimens, including serum, plasma, whole blood, urine, water, feces, ocular fluid, blood meal, corn syrup, molasses, glycerin and corn gluten feed wet.","ACTIVE","","1","","","","","","Chemistry; k; K+; Level; Mass concentration; Misc; Miscellaneous; Other; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Spec; To be specified in another part of the message; Unspecified; Vet; Veterinary","Potassium Spec-mCnc","Observation","","","mg/dL","Potassium [Mass/volume] in Specimen","mg/dL","","","","0","0","","","","","","2.63","","Potassium (Specimen) [Mass/Vol]"
"87455-2","Potassium","MCnt","Pt","XXX","Qn","","CHEM","2.69","MIN","Quantitative measurement of potassium levels in various human, veterinary, or environmental specimens, including tissue, feces, soil, cement and animal food sources (e.g. corn, soybean, hay, grass, grain).","ACTIVE","","1","","","","","","Chemistry; k; K+; Mass content; Misc; Miscellaneous; Other; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Spec; To be specified in another part of the message; Unspecified; Vet; Veterinary","Potassium Spec-mCnt","Observation","","","ug/g","Potassium [Mass/mass] in Specimen","ug/g","","","","0","0","","","","","","2.63","","Potassium (Specimen) [Mass/Mass]"
"87829-8","Bacteria","PrThr","Pt","Urine","Ord","","UA","2.63","ADD","","ACTIVE","","1","","","","","","Bact; ID; Infectious Disease; InfectiousDisease; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; URINALYSIS; Urn","Bacteria Ur Ql","Both","","","","Bacteria [Presence] in Urine","","","","","0","0","","","","","","2.63","","Bacteria Ql (U)"
"87856-1","Multisection^W contrast IV","Find","Pt","Head+Neck>Circle of Willis+Carotid arteries","Doc","CT.angio","RAD","2.63","ADD","","ACTIVE","","2","","","","","","Ang; Angio; Angiography; Angm; Arteriogram; Brain; c; CAT scan; Circle of Willis+Carotid aa; Computed tomography; Computerized tomography; Contr; Contra; Contrst; Cranial; Cranium; CT Angiogram; CT angiography; CT scan; CTA; Document; Finding; Findings; Imaging; Intracranial; Point in time; Rad; Radiology; Random; Skull; W contr IV; WC","CTA Circ of Willis+Carot aa W contr IV","Both","","","","CTA Circle of Willis and Carotid arteries W contrast IV","","","","","0","0","IG exists","","","","81220-6;72230-6","2.63","",""
"87929-6","Bacteria","Prid","Pt","Amnio fld","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; AF; Amn; Amn fl; Amnio; Amniotic flu; Amniotic fluid; Bact; C&S; Cult; Cultures; Gyn; Gynecology; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; OB; ObGyn; Obstetrics; Point in time; Random","Bacteria Amn Aerobe Cult","Both","","","","Bacteria identified in Amniotic fluid by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Aer cx Nom (Amn fld)"
"87930-4","Bacteria","Prid","Pt","Burn","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; Brn; Burn; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Burn Aerobe Cult","Both","","","","Bacteria identified in Burn by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Aer cx Nom (Burn)"
"87931-2","Bacteria","Prid","Pt","Implanted device","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Implnt dev; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Prostheses; Prosthesis; Prosthetic; Random","Bacteria Implnt dev Aerobe Cult","Both","","","","Bacteria identified in Implanted device by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid""; Previous Releases: Updated System from ""Implant device"" to more accurately represent the concept of something inserted into the body.","0","0","","","","","","2.63","","Bacteria identified Aer cx Nom (Implanted device)"
"87932-0","Bacteria","Prid","Pt","Sinus","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Sinus Aerobe Cult","Both","","","","Bacteria identified in Sinus by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Aer cx Nom (Sinus)"
"87933-8","Bacteria","Prid","Pt","Amnio fld","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","AF; Amn; Amn fl; Amnio; Amniotic flu; Amniotic fluid; Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; Gyn; Gynecology; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; OB; ObGyn; Obstetrics; Point in time; Random","Bacteria Amn Anaerobe Cult","Both","","","","Bacteria identified in Amniotic fluid by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Amn fld)"
"87934-6","Bacteria","Prid","Pt","Bil fld","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; BIFL; Bile fluid; Biliary fluid; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Bifl Anaerobe Cult","Both","","","","Bacteria identified in Bile fluid by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Bile)"
"87935-3","Bacteria","Prid","Pt","^BPU","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; Blood product unit; Blood Product Unit (Pack); C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria BPU Anaerobe Cult","Both","","","","Bacteria identified in Blood product unit by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (BPU)"
"87936-1","Bacteria","Prid","Pt","Burn","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; Brn; Burn; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Burn Anaerobe Cult","Both","","","","Bacteria identified in Burn by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Burn)"
"87937-9","Bacteria","Prid","Pt","CSF","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cerebral spinal fluid; Cerebrospinal Fl; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Neuro; Neurology; Nominal; Point in time; Random; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid","Bacteria CSF Anaerobe Cult","Both","","","","Bacteria identified in Cerebral spinal fluid by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (CSF)"
"87938-7","Bacteria","Prid","Pt","Implanted device","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; ID; Identity or presence; Implnt dev; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Prostheses; Prosthesis; Prosthetic; Random","Bacteria Implnt dev Anaerobe Cult","Both","","","","Bacteria identified in Implanted device by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid""; Previous Releases: Updated System from ""Implant device"" to more accurately represent the concept of something inserted into the body.","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Implanted device)"
"87939-5","Bacteria","Prid","Pt","Pericard fld","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cardio; Cardiology; Cult; Cultures; Heart Disease; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; PCAR; Pericardial Fluid; Point in time; Random","Bacteria Pcar Anaerobe Cult","Both","","","","Bacteria identified in Pericardial fluid by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Pericard fld)"
"87940-3","Bacteria","Prid","Pt","Periton fld","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Ascites; Ascitic fluid; Ascitis; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Peritoneal fluid; Point in time; Prt; Random","Bacteria Prt Anaerobe Cult","Both","","","","Bacteria identified in Peritoneal fluid by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Periton fld)"
"87941-1","Bacteria","Prid","Pt","Placenta","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Placent; Placental; Point in time; Random","Bacteria Placenta Anaerobe Cult","Both","","","","Bacteria identified in Placenta by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Placenta)"
"87942-9","Bacteria","Prid","Pt","Plr fld","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Lung; Microbiology; Nominal; Pleural; Pleural fluid; Point in time; Pulmonary; Pulmonology; Random; Respiratory; thoracentesis fluid","Bacteria Plr Anaerobe Cult","Both","","","","Bacteria identified in Pleural fluid by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Pleur fld)"
"87943-7","Bacteria","Prid","Pt","Sinus","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Sinus Anaerobe Cult","Both","","","","Bacteria identified in Sinus by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Sinus)"
"87944-5","Bacteria","Prid","Pt","Synv fld","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Joint aspirate; Joint fld; Joint flu; Joint fluid; Microbiology; Nominal; Point in time; Random; Rheum; Rheumatology; SF; SNV; Syn; Syn fl; Synov; Synovial fluid","Bacteria Snv Anaerobe Cult","Both","","","","Bacteria identified in Synovial fluid by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Syn fld)"
"87954-4","Bacteria","Prid","Pt","BldCo","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; Blood - (umbilical) cord; C&S; Cord (umbilical) blood; Cord bld; Cord blood; Cult; Cultures; Gyn; Gynecology; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; OB; ObGyn; Obstetrics; Point in time; Random","Bacteria BldCo Aerobe Cult","Both","","","","Bacteria identified in Cord blood by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Aer cx Nom (BldCo)"
"87955-1","Bacteria","Prid","Pt","BldCo","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; Blood - (umbilical) cord; C&S; Cord (umbilical) blood; Cord bld; Cord blood; Cult; Cultures; Gyn; Gynecology; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; OB; ObGyn; Obstetrics; Point in time; Random","Bacteria BldCo Anaerobe Cult","Both","","","","Bacteria identified in Cord blood by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (BldCo)"
"88139-1","Bacteria","Prid","Pt","Ocular fld","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; Eye fluid; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Occular fluid; Ocflu; Point in time; Random","Bacteria Ocflu Anaerobe Cult","Both","","","","Bacteria identified in Ocular fluid by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Anaer cx Nom (Ocular fluid)"
"88141-7","Bacteria","Prid","Pt","Ocular fld","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; Eye fluid; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Occular fluid; Ocflu; Point in time; Random","Bacteria Ocflu Aerobe Cult","Both","","","","Bacteria identified in Ocular fluid by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Aer cx Nom (Ocular fluid)"
"88142-5","Bacteria","Prid","Pt","Cornea/Conjunctiva","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Corn/Cnjt; Corneal; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Corn/Cnjt Aerobe Cult","Both","","","","Bacteria identified in Cornea or Conjunctiva by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Aer cx Nom (Corn/Cnjt)"
"88236-5","Bacteria","Prid","Pt","CSF","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cerebral spinal fluid; Cerebrospinal Fl; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Neuro; Neurology; Nominal; Point in time; Random; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid","Bacteria CSF Aerobe Cult","Both","","","","Bacteria identified in Cerebral spinal fluid by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.63","","Bacteria identified Aer cx Nom (CSF)"
"88683-8","Bacteria","Prid","Pt","BAL","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; Bronchial alveolar lavage; Bronchoalveolar lavage; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Lung; Microbiology; Nominal; Point in time; Pulmonary; Pulmonology; Random; Respiratory","Bacteria BAL Anaerobe Cult","Both","","","","Bacteria identified in Bronchoalveolar lavage by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","10256","0","","","","","","2.64","","Bacteria identified Anaer cx Nom (BAL)"
"89248-9","Microorganism","Prid","Pt","Index case^Event","Nom","","PUBLICHEALTH","2.78","NAM","","ACTIVE","","2","","","","","","Identity or presence; Microorganisms; Nominal; Org; Organism; Organisms; Point in time; Public Health; PUBLICHEALTH; Random","Microorganism index case","Observation","","","","Microorganism identified event index case","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.64","",""
"89344-6","Cells.CD38+IgM-/Cells.CD19","NFr","Pt","Bld","Qn","","CELLMARK","2.79","NAM","","ACTIVE","","1","","","","","","ADP-ribosyl cyclase; B cells expressing CD19 as a percent of total lymphocytes; B4; B-4; Blood; CD19 Cells; CD38 Cells; CD38+IgM- cells; CD38+IgM+ cells; Cell; CELL MARKERS; Cellularity; Cyclic ADP-ribose hydrolase; HD-37; Immune globulin M; Immunoglobulin M; Leu12; Leu-12; Leu17; Leu-17; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; T10; WB; Whole blood","CD38+IgM- cells/Cells.CD19 NFr Bld","Both","","","%","CD38+IgM- cells/Cells.CD19 in Blood","%","","","Release 2.79: COMPONENT: Triggered by Coll w SCT: This is a specific fraction case where the denominator is percentage or /100. Because the logic is that the percentage piece is captured by Property: NFr (Numeric Fraction), and by Unit: %, therefore, it is redundant to include ""100"" in the component;","5298","0","","","","","","2.64","","CD38+IgM- cells/Cells.CD19 (Bld)"
"89643-1","Bacteria","Prid","Pt","Respiratory system specimen.lower","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; Breathing; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Low; Lower resp; Lung; Lungs; Microbiology; Nominal; Point in time; Pulmonary; Pulmonology; Random; Respiratory; RS; Spec","Bacteria Lower resp Aerobe Cult","Both","","","","Bacteria identified in Lower respiratory specimen by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid""; Release 2.77: SYSTEM: Updated to standardize the representation of ""Respiratory system specimen"" in the System subhierarchy across LOINC;","0","0","","","","","","2.65","","Bacteria identified Aer cx Nom (Lower resp)"
"89644-9","Bacteria","Prid","Pt","Respiratory system specimen.lower","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; Breathing; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Low; Lower resp; Lung; Lungs; Microbiology; Nominal; Point in time; Pulmonary; Pulmonology; Random; Respiratory; RS; Spec","Bacteria Lower resp Anaerobe Cult","Both","","","","Bacteria identified in Lower respiratory specimen by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid""; Release 2.77: SYSTEM: Updated to standardize the representation of ""Respiratory system specimen"" in the System subhierarchy across LOINC;","0","0","","","","","","2.65","","Bacteria identified Anaer cx Nom (Lower resp)"
"90270-0","Bacteria","Prid","Pt","Bil fld","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; BIFL; Bile fluid; Biliary fluid; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Bifl Aerobe Cult","Both","","","","Bacteria identified in Bile fluid by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.65","","Bacteria identified Aer cx Nom (Bile)"
